id,variante_principale,variante_ingredients,variante_permutation,actions_principale,actions_ingredients,actions_permutation,nb_principale,nb_ingredients,nb_permutation,title,category,number_of_steps,number_of_ingredients,complexity,flag_t6_complet,flag_t6_doublon,flag_t6_vide,flag_t6_anti_dup,flag_t6_global,cluster
c32c12898b,"['chop', 'heat', 'drain', 'mix', 'stir', 'serve']","['chop', 'scrape', 'measure', 'trim', 'pour', 'heat', 'drain', 'mix', 'stir']","['heat', 'chop', 'drain', 'stir', 'mix', 'serve']","['chop', 'heat', 'drain', 'mix', 'stir', 'serve']","['chop', 'scrape', 'measure', 'trim', 'pour', 'heat', 'drain', 'mix', 'stir']","['heat', 'chop', 'drain', 'stir', 'mix', 'serve']",6,9,6,Nouilles Avec Carottes Et Graines D'oeillette,other,10,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
c32b642ce1,"['preheat', 'mix', 'pour', 'bake', 'cool', 'drizzle']","['measure', 'sift', 'chop', 'cream', 'whisk', 'pour', 'mix', 'bake', 'glaze', 'drizzle']","['mix', 'preheat', 'pour', 'bake', 'cool', 'drizzle']","['preheat', 'mix', 'pour', 'bake', 'cool', 'drizzle']","['measure', 'sift', 'chop', 'cream', 'whisk', 'pour', 'mix', 'bake', 'glaze', 'drizzle']","['mix', 'preheat', 'pour', 'bake', 'cool', 'drizzle']",6,10,6,Pumpkin Bundt Cake With Vanilla-Orange Glaze,bakery,14,15,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,10
c341e6ad12,"['knead', 'roll', 'bake', 'cool', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'mix', 'knead', 'roll', 'bake', 'glaze']","['roll', 'knead', 'bake', 'cool', 'serve']","['knead', 'roll', 'bake', 'cool', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'mix', 'knead', 'roll', 'bake', 'glaze']","['roll', 'knead', 'bake', 'cool', 'serve']",5,9,5,Cake Mix Bread The Experiment Recipe,bakery,13,5,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
c336d3eec7,"['whisk', 'pour', 'bake', 'poke', 'remove']","['crack', 'whisk', 'measure', 'sift', 'pour', 'sprinkle', 'bake', 'poke', 'remove']","['whisk', 'bake', 'pour', 'poke', 'remove']","['whisk', 'pour', 'bake', 'poke', 'remove']","['crack', 'whisk', 'measure', 'sift', 'pour', 'sprinkle', 'bake', 'poke', 'remove']","['whisk', 'bake', 'pour', 'poke', 'remove']",5,9,5,Yorkshire Pudding (Popovers),other,9,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c347056f05,"['drain', 'mix', 'beat', 'pour', 'bake', 'invert', 'frost', 'garnish']","['drain', 'measure', 'reserve', 'combine', 'beat', 'pour', 'bake', 'frost', 'garnish']","['beat', 'mix', 'drain', 'pour', 'bake', 'frost', 'invert', 'garnish']","['drain', 'mix', 'beat', 'pour', 'bake', 'invert', 'frost', 'garnish']","['drain', 'measure', 'reserve', 'combine', 'beat', 'pour', 'bake', 'frost', 'garnish']","['beat', 'mix', 'drain', 'pour', 'bake', 'frost', 'invert', 'garnish']",8,9,8,Triple Orange Angel Food Cake,bakery,13,5,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,5
c349d045c6,"['chop', 'mix', 'whisk', 'serve']","['chop', 'peel', 'pit', 'puree', 'measure', 'mix', 'whisk', 'stir']","['whisk', 'chop', 'mix', 'serve']","['chop', 'mix', 'whisk', 'serve']","['chop', 'peel', 'pit', 'puree', 'measure', 'mix', 'whisk', 'stir']","['whisk', 'chop', 'mix', 'serve']",4,8,4,Avocado Dressing,quick_prep,2,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c331b658ea,"['chop', 'wrap', 'heat', 'cook', 'dice', 'whisk', 'brown', 'toss', 'season', 'serve']","['chop', 'measure', 'wrap', 'heat', 'cook', 'dice', 'whisk', 'brown', 'toss', 'season', 'sprinkle', 'drain', 'wipe', 'remove']","['wrap', 'heat', 'chop', 'cook', 'whisk', 'dice', 'brown', 'toss', 'season', 'serve']","['chop', 'wrap', 'heat', 'cook', 'dice', 'whisk', 'brown', 'toss', 'season', 'serve']","['chop', 'measure', 'wrap', 'heat', 'cook', 'dice', 'whisk', 'brown', 'toss', 'season', 'sprinkle', 'drain', 'wipe', 'remove']","['wrap', 'heat', 'chop', 'cook', 'whisk', 'dice', 'brown', 'toss', 'season', 'serve']",10,14,10,Frisee-and-Potato Salad,stew,16,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
c33efbc1aa,"['chop', 'mash', 'mix', 'form', 'coat', 'fry', 'serve']","['chop', 'peel', 'drain', 'mash', 'mix', 'measure', 'pour', 'coat', 'fry', 'season']","['mash', 'chop', 'mix', 'coat', 'form', 'fry', 'serve']","['chop', 'mash', 'mix', 'form', 'coat', 'fry', 'serve']","['chop', 'peel', 'drain', 'mash', 'mix', 'measure', 'pour', 'coat', 'fry', 'season']","['mash', 'chop', 'mix', 'coat', 'form', 'fry', 'serve']",7,10,7,Kabocha Squash Croquettes (the skin included!),other,10,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
c3425f6ad2,"['chop', 'mix', 'heat', 'season', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'season']","['heat', 'season', 'mix', 'chop', 'serve']","['chop', 'mix', 'heat', 'season', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'season']","['heat', 'season', 'mix', 'chop', 'serve']",5,8,5,Chunky Tomatillo Salsa,other,1,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
c34d918055,"['chop', 'heat', 'mix', 'fill', 'top', 'serve']","['chop', 'dice', 'measure', 'pour', 'stir', 'toss', 'sprinkle']","['heat', 'mix', 'chop', 'fill', 'top', 'serve']","['chop', 'heat', 'mix', 'fill', 'top', 'serve']","['chop', 'dice', 'measure', 'pour', 'stir', 'toss', 'sprinkle']","['heat', 'mix', 'chop', 'fill', 'top', 'serve']",6,7,6,Cheesy Acorn Squash Stuffed with Southwestern Quinoa,other,16,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c34e6cafe0,"['chop', 'mix', 'dredge', 'coat', 'sear', 'pour', 'serve']","['chop', 'zest', 'juice', 'measure', 'mix', 'dredge', 'coat', 'sear', 'pour', 'serve']","['chop', 'sear', 'dredge', 'coat', 'mix', 'pour', 'serve']","['chop', 'mix', 'dredge', 'coat', 'sear', 'pour', 'serve']","['chop', 'zest', 'juice', 'measure', 'mix', 'dredge', 'coat', 'sear', 'pour', 'serve']","['chop', 'sear', 'dredge', 'coat', 'mix', 'pour', 'serve']",7,10,7,Orange Sesame Chicken,other,7,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c356224405,"['chop', 'cook', 'mix', 'season', 'serve']","['chop', 'dice', 'measure', 'pour', 'drain', 'crumble', 'slice', 'blend']","['cook', 'season', 'chop', 'mix', 'serve']","['chop', 'cook', 'mix', 'season', 'serve']","['chop', 'dice', 'measure', 'pour', 'drain', 'crumble', 'slice', 'blend']","['cook', 'season', 'chop', 'mix', 'serve']",5,8,5,Layered Club Salad,quick_prep,3,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
c357b31063,"['chop', 'mix', 'drizzle', 'toss', 'serve']","['chop', 'slice', 'measure', 'pour', 'drizzle', 'toss']","['toss', 'drizzle', 'mix', 'chop', 'serve']","['chop', 'mix', 'drizzle', 'toss', 'serve']","['chop', 'slice', 'measure', 'pour', 'drizzle', 'toss']","['toss', 'drizzle', 'mix', 'chop', 'serve']",5,6,5,Salami Salad With Tomatoes and Mozzarella,quick_prep,2,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,10
c34d50c19f,"['chop', 'boil', 'drain', 'toss', 'grill', 'serve']","['chop', 'dice', 'measure', 'pour', 'toss', 'drain', 'rinse', 'coat', 'sprinkle']","['boil', 'chop', 'toss', 'drain', 'grill', 'serve']","['chop', 'boil', 'drain', 'toss', 'grill', 'serve']","['chop', 'dice', 'measure', 'pour', 'toss', 'drain', 'rinse', 'coat', 'sprinkle']","['boil', 'chop', 'toss', 'drain', 'grill', 'serve']",6,9,6,Grilled Salmon & Orzo Salad,quick_prep,12,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
c351943ee0,"['chop', 'heat', 'stir', 'mix', 'simmer', 'serve']","['chop', 'crumble', 'measure', 'pour', 'add', 'stir', 'mix', 'simmer']","['heat', 'chop', 'simmer', 'stir', 'mix', 'serve']","['chop', 'heat', 'stir', 'mix', 'simmer', 'serve']","['chop', 'crumble', 'measure', 'pour', 'add', 'stir', 'mix', 'simmer']","['heat', 'chop', 'simmer', 'stir', 'mix', 'serve']",6,8,6,Anton's Linguini Rafael Copycat,other,10,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,12
c355d86508,"['chop', 'mix', 'marinate', 'skewer', 'grill', 'serve']","['chop', 'mince', 'measure', 'pour', 'mix', 'marinate', 'skewer', 'grill', 'serve']","['marinate', 'chop', 'skewer', 'mix', 'grill', 'serve']","['chop', 'mix', 'marinate', 'skewer', 'grill', 'serve']","['chop', 'mince', 'measure', 'pour', 'mix', 'marinate', 'skewer', 'grill', 'serve']","['marinate', 'chop', 'skewer', 'mix', 'grill', 'serve']",6,9,6,Grilled Bombay Skewers,other,4,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c358c61e9e,"['chop', 'mix', 'serve']","['chop', 'dice', 'mince', 'pour', 'mix', 'taste']","['mix', 'chop', 'serve']","['chop', 'mix', 'serve']","['chop', 'dice', 'mince', 'pour', 'mix', 'taste']","['mix', 'chop', 'serve']",3,6,3,Henush Simple Arab salad.,quick_prep,3,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,23
c36002c08d,"['peel', 'mash', 'beat', 'fry', 'drain', 'serve']","['chop', 'flake', 'measure', 'beat', 'mix', 'mash', 'fry', 'drain']","['mash', 'beat', 'peel', 'fry', 'drain', 'serve']","['peel', 'mash', 'beat', 'fry', 'drain', 'serve']","['chop', 'flake', 'measure', 'beat', 'mix', 'mash', 'fry', 'drain']","['mash', 'beat', 'peel', 'fry', 'drain', 'serve']",6,8,6,Perfect Fish Balls Recipe,other,6,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
c3508c65d5,"['stir', 'pulse', 'roll', 'trim', 'fold', 'bake', 'cool']","['stir', 'pulse', 'measure', 'mix', 'roll', 'trim', 'fold', 'bake', 'cool', 'store']","['pulse', 'stir', 'roll', 'fold', 'trim', 'bake', 'cool']","['stir', 'pulse', 'roll', 'trim', 'fold', 'bake', 'cool']","['stir', 'pulse', 'measure', 'mix', 'roll', 'trim', 'fold', 'bake', 'cool', 'store']","['pulse', 'stir', 'roll', 'fold', 'trim', 'bake', 'cool']",7,10,7,Gluten-Free Strawberry and Chia Seed Newton Cookies,bakery,20,14,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c3612de60d,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']",5,8,5,Crock Pot Chicken Madras,stew,4,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
c35889f962,"['sift', 'beat', 'grease', 'bake', 'cool', 'frost']","['sift', 'measure', 'beat', 'separate', 'mix', 'combine', 'whisk', 'fold', 'pour', 'bake', 'cool', 'frost']","['beat', 'sift', 'grease', 'bake', 'cool', 'frost']","['sift', 'beat', 'grease', 'bake', 'cool', 'frost']","['sift', 'measure', 'beat', 'separate', 'mix', 'combine', 'whisk', 'fold', 'pour', 'bake', 'cool', 'frost']","['beat', 'sift', 'grease', 'bake', 'cool', 'frost']",6,12,6,Something Special Birthday Cake,bakery,19,15,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c36372b4bc,"['whisk', 'melt', 'cook', 'roll', 'sprinkle', 'serve']","['chop', 'whisk', 'mix', 'measure', 'melt', 'pour', 'fold', 'refrigerate', 'sprinkle']","['melt', 'whisk', 'cook', 'sprinkle', 'roll', 'serve']","['whisk', 'melt', 'cook', 'roll', 'sprinkle', 'serve']","['chop', 'whisk', 'mix', 'measure', 'melt', 'pour', 'fold', 'refrigerate', 'sprinkle']","['melt', 'whisk', 'cook', 'sprinkle', 'roll', 'serve']",6,9,6,Cheese Blintzes with Broiled Pineapple,other,20,17,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c35c8dda48,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'cook', 'season', 'serve']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'cook', 'season', 'serve']","['heat', 'chop', 'mix', 'cook', 'serve']",5,8,5,Chicken with Dumplings,other,8,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
c3601514ea,"['mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'stir', 'taste']","['heat', 'mix', 'serve']","['mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'stir', 'taste']","['heat', 'mix', 'serve']",3,5,3,Tomatoe-Eggplant Casserole,stew,7,14,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
c35d0a5959,"['press', 'sprinkle', 'drizzle', 'bake', 'cool', 'beat', 'cut']","['chop', 'measure', 'pour', 'sprinkle', 'drizzle', 'mix', 'beat', 'press']","['sprinkle', 'press', 'drizzle', 'bake', 'cool', 'beat', 'cut']","['press', 'sprinkle', 'drizzle', 'bake', 'cool', 'beat', 'cut']","['chop', 'measure', 'pour', 'sprinkle', 'drizzle', 'mix', 'beat', 'press']","['sprinkle', 'press', 'drizzle', 'bake', 'cool', 'beat', 'cut']",7,8,7,Triple Peanut Bars,other,13,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c35f0790ec,"['chop', 'mix', 'heat', 'cook', 'assemble', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'mix', 'heat', 'cook', 'assemble', 'spread']","['heat', 'chop', 'mix', 'cook', 'assemble', 'serve']","['chop', 'mix', 'heat', 'cook', 'assemble', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'mix', 'heat', 'cook', 'assemble', 'spread']","['heat', 'chop', 'mix', 'cook', 'assemble', 'serve']",6,9,6,Goat Cheese and Red Onion Sliders With Savory Sweet Potato Fries,stew,20,16,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
c3605f2a21,"['chop', 'cook', 'mix', 'toss', 'serve']","['chop', 'measure', 'pour', 'dice', 'slice', 'mix', 'toss']","['cook', 'toss', 'chop', 'mix', 'serve']","['chop', 'cook', 'mix', 'toss', 'serve']","['chop', 'measure', 'pour', 'dice', 'slice', 'mix', 'toss']","['cook', 'toss', 'chop', 'mix', 'serve']",5,7,5,Garden Fresh New Potato & Bean Salad,stew,3,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
c36506dcc0,"['chop', 'strain', 'stir', 'cover', 'serve']","['chop', 'grate', 'squeeze', 'strain', 'stir', 'mix', 'pour', 'cover', 'serve']","['strain', 'chop', 'stir', 'cover', 'serve']","['chop', 'strain', 'stir', 'cover', 'serve']","['chop', 'grate', 'squeeze', 'strain', 'stir', 'mix', 'pour', 'cover', 'serve']","['strain', 'chop', 'stir', 'cover', 'serve']",5,9,5,Tequila Bloody Mary Cherry Tomatoes,other,14,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
c3604c4e4c,"['chop', 'mix', 'pour', 'heat', 'bake', 'serve']","['chop', 'dice', 'slice', 'measure', 'mix', 'pour', 'blend', 'heat', 'bake', 'season']","['heat', 'chop', 'mix', 'bake', 'pour', 'serve']","['chop', 'mix', 'pour', 'heat', 'bake', 'serve']","['chop', 'dice', 'slice', 'measure', 'mix', 'pour', 'blend', 'heat', 'bake', 'season']","['heat', 'chop', 'mix', 'bake', 'pour', 'serve']",6,10,6,Spinach Quiche,bakery,5,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
c36bd99309,"['chop', 'mix', 'toss', 'heat', 'serve']","['chop', 'measure', 'pour', 'steam', 'toss', 'mix']","['heat', 'chop', 'toss', 'mix', 'serve']","['chop', 'mix', 'toss', 'heat', 'serve']","['chop', 'measure', 'pour', 'steam', 'toss', 'mix']","['heat', 'chop', 'toss', 'mix', 'serve']",5,6,5,Broccoli Pasta Salad,quick_prep,2,14,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
c36df8d118,"['chop', 'heat', 'mix', 'season', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'drizzle', 'season']","['heat', 'season', 'chop', 'mix', 'serve']","['chop', 'heat', 'mix', 'season', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'drizzle', 'season']","['heat', 'season', 'chop', 'mix', 'serve']",5,6,5,Marmie's Parm and Garlic Swiss Chard,other,7,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
c36695d200,"['chop', 'mix', 'chill', 'serve']","['chop', 'dice', 'peel', 'juice', 'mix', 'taste', 'adjust']","['chop', 'chill', 'mix', 'serve']","['chop', 'mix', 'chill', 'serve']","['chop', 'dice', 'peel', 'juice', 'mix', 'taste', 'adjust']","['chop', 'chill', 'mix', 'serve']",4,7,4,"Pineapple, Mango & Cucumber Salsa",other,3,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
c35bd344d7,"['chop', 'mix', 'juice', 'stir', 'serve']","['wash', 'peel', 'chop', 'measure', 'juice', 'strain', 'mix', 'stir']","['juice', 'stir', 'chop', 'mix', 'serve']","['chop', 'mix', 'juice', 'stir', 'serve']","['wash', 'peel', 'chop', 'measure', 'juice', 'strain', 'mix', 'stir']","['juice', 'stir', 'chop', 'mix', 'serve']",5,8,5,Cool & Light Juice,quick_prep,1,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
c36e6d0ac7,"['preheat', 'mix', 'pour', 'bake', 'chill', 'garnish']","['chop', 'measure', 'grate', 'mix', 'pour', 'whip', 'garnish']","['preheat', 'pour', 'mix', 'bake', 'garnish', 'chill']","['preheat', 'mix', 'pour', 'bake', 'chill', 'garnish']","['chop', 'measure', 'grate', 'mix', 'pour', 'whip', 'garnish']","['preheat', 'pour', 'mix', 'bake', 'garnish', 'chill']",6,7,6,The Best Key Lime Pie,bakery,7,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,5
c366960bb0,"['whisk', 'mix', 'chill', 'scoop', 'bake', 'sprinkle']","['measure', 'sift', 'whisk', 'cream', 'chop', 'melt', 'stir', 'dollop', 'freeze', 'sprinkle']","['scoop', 'whisk', 'chill', 'mix', 'bake', 'sprinkle']","['whisk', 'mix', 'chill', 'scoop', 'bake', 'sprinkle']","['measure', 'sift', 'whisk', 'cream', 'chop', 'melt', 'stir', 'dollop', 'freeze', 'sprinkle']","['scoop', 'whisk', 'chill', 'mix', 'bake', 'sprinkle']",6,10,6,Nutella Filled Chocolate Cookies,bakery,19,14,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c367d856ae,"['mix', 'spread', 'trim', 'cut', 'serve']","['chop', 'measure', 'grate', 'mix', 'spread', 'sprinkle', 'wrap', 'refrigerate']","['spread', 'mix', 'cut', 'trim', 'serve']","['mix', 'spread', 'trim', 'cut', 'serve']","['chop', 'measure', 'grate', 'mix', 'spread', 'sprinkle', 'wrap', 'refrigerate']","['spread', 'mix', 'cut', 'trim', 'serve']",5,8,5,Smoked Salmon-Wasabi Tea Sandwiches,quick_prep,12,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c36930dfdc,"['melt', 'mix', 'beat', 'pour', 'bake', 'ice', 'place']","['melt', 'crack', 'measure', 'sift', 'mix', 'beat', 'pour', 'bake', 'ice', 'place']","['melt', 'beat', 'mix', 'pour', 'bake', 'place', 'ice']","['melt', 'mix', 'beat', 'pour', 'bake', 'ice', 'place']","['melt', 'crack', 'measure', 'sift', 'mix', 'beat', 'pour', 'bake', 'ice', 'place']","['melt', 'beat', 'mix', 'pour', 'bake', 'place', 'ice']",7,10,7,Oblongys,other,6,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c3668f5fca,"['dissolve', 'stir', 'knead', 'cover', 'bake']","['measure', 'dissolve', 'stir', 'mix', 'knead', 'pour', 'add']","['stir', 'dissolve', 'knead', 'bake', 'cover']","['dissolve', 'stir', 'knead', 'cover', 'bake']","['measure', 'dissolve', 'stir', 'mix', 'knead', 'pour', 'add']","['stir', 'dissolve', 'knead', 'bake', 'cover']",5,7,5,Honey Wheat Bread,bakery,24,8,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
c377043c2f,"['chop', 'mix', 'serve']","['chop', 'dice', 'mince', 'mix', 'pour', 'stir']","['mix', 'chop', 'serve']","['chop', 'mix', 'serve']","['chop', 'dice', 'mince', 'mix', 'pour', 'stir']","['mix', 'chop', 'serve']",3,6,3,Pico De Gallo,other,2,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,23
c3140228fa,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'grate', 'measure', 'mix', 'whisk', 'pour', 'sprinkle', 'cook', 'serve']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'grate', 'measure', 'mix', 'whisk', 'pour', 'sprinkle', 'cook', 'serve']","['heat', 'chop', 'mix', 'cook', 'serve']",5,9,5,Rachael Ray's Deviled Ham Croque Madame,other,12,17,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
c375c025af,"['zest', 'add', 'pour', 'wait']","['zest', 'chop', 'measure', 'add', 'pour', 'sterilize']","['add', 'zest', 'pour', 'wait']","['zest', 'add', 'pour', 'wait']","['zest', 'chop', 'measure', 'add', 'pour', 'sterilize']","['add', 'zest', 'pour', 'wait']",4,6,4,Lemon infused oil,other,4,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c36dea8faf,"['chop', 'pour', 'heat', 'simmer', 'season', 'bake', 'serve']","['chop', 'peel', 'dice', 'measure', 'pour', 'mix', 'toss', 'bake', 'season', 'ladle']","['pour', 'chop', 'heat', 'simmer', 'season', 'bake', 'serve']","['chop', 'pour', 'heat', 'simmer', 'season', 'bake', 'serve']","['chop', 'peel', 'dice', 'measure', 'pour', 'mix', 'toss', 'bake', 'season', 'ladle']","['pour', 'chop', 'heat', 'simmer', 'season', 'bake', 'serve']",7,10,7,Split Pea Soup,stew,18,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,12
c3759ccd90,"['chop', 'mix', 'heat', 'stir', 'simmer', 'serve']","['chop', 'measure', 'pour', 'toss', 'sprinkle', 'drain', 'mix', 'heat', 'stir', 'simmer']","['heat', 'chop', 'mix', 'simmer', 'stir', 'serve']","['chop', 'mix', 'heat', 'stir', 'simmer', 'serve']","['chop', 'measure', 'pour', 'toss', 'sprinkle', 'drain', 'mix', 'heat', 'stir', 'simmer']","['heat', 'chop', 'mix', 'simmer', 'stir', 'serve']",6,10,6,Orange-Ginger Beef Stir Fry,other,13,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,12
c37618381a,"['mix', 'melt', 'pour', 'bake', 'serve']","['measure', 'chop', 'mix', 'whisk', 'pour', 'sprinkle', 'drizzle', 'bake']","['melt', 'pour', 'mix', 'bake', 'serve']","['mix', 'melt', 'pour', 'bake', 'serve']","['measure', 'chop', 'mix', 'whisk', 'pour', 'sprinkle', 'drizzle', 'bake']","['melt', 'pour', 'mix', 'bake', 'serve']",5,8,5,Aunt Jemima Cornbread,bakery,9,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
c373d79406,"['chop', 'mix', 'heat', 'butter', 'toast', 'sprinkle', 'assemble', 'serve']","['chop', 'slice', 'measure', 'crumble', 'pour', 'mix', 'heat', 'butter', 'toast', 'sprinkle', 'assemble']","['heat', 'chop', 'mix', 'toast', 'butter', 'sprinkle', 'assemble', 'serve']","['chop', 'mix', 'heat', 'butter', 'toast', 'sprinkle', 'assemble', 'serve']","['chop', 'slice', 'measure', 'crumble', 'pour', 'mix', 'heat', 'butter', 'toast', 'sprinkle', 'assemble']","['heat', 'chop', 'mix', 'toast', 'butter', 'sprinkle', 'assemble', 'serve']",8,11,8,Grecian Delight Burger (Gyro),other,16,12,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,0
c37bd40418,"['chop', 'dice', 'mix', 'pour', 'heat', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'stir', 'season']","['dice', 'heat', 'chop', 'mix', 'pour', 'serve']","['chop', 'dice', 'mix', 'pour', 'heat', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'stir', 'season']","['dice', 'heat', 'chop', 'mix', 'pour', 'serve']",6,9,6,Ghost Pepper Fresh Salsa,other,11,10,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
